Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Indiana,18,Degeneration of nervous system due to alcohol,G31.2,12,20254465,Unreliable
,Indiana,18,Other specified degenerative diseases of nervous system,G31.8,262,20254465,1.3
,Indiana,18,"Degenerative disease of nervous system, unspecified",G31.9,60,20254465,0.3
,Indiana,18,Multiple sclerosis,G35,366,20254465,1.8
,Indiana,18,"Epilepsy, unspecified",G40.9,102,20254465,0.5
,Indiana,18,"Status epilepticus, unspecified",G41.9,80,20254465,0.4
,Indiana,18,"Transient cerebral ischaemic attack, unspecified",G45.9,26,20254465,0.1
,Indiana,18,Sleep apnoea,G47.3,112,20254465,0.6
,Indiana,18,Guillain-Barre syndrome,G61.0,15,20254465,Unreliable
,Indiana,18,"Polyneuropathy, unspecified",G62.9,14,20254465,Unreliable
,Indiana,18,Myasthenia gravis,G70.0,70,20254465,0.3
,Indiana,18,"Myoneural disorder, unspecified",G70.9,25,20254465,0.1
,Indiana,18,Muscular dystrophy,G71.0,69,20254465,0.3
,Indiana,18,Myotonic disorders,G71.1,31,20254465,0.2
,Indiana,18,"Myopathy, unspecified",G72.9,13,20254465,Unreliable
,Indiana,18,"Infantile cerebral palsy, unspecified",G80.9,148,20254465,0.7
,Indiana,18,"Hemiplegia, unspecified",G81.9,16,20254465,Unreliable
,Indiana,18,"Paraplegia, unspecified",G82.2,39,20254465,0.2
,Indiana,18,"Tetraplegia, unspecified",G82.5,57,20254465,0.3
,Indiana,18,Multi-system degeneration,G90.3,12,20254465,Unreliable
,Indiana,18,Normal-pressure hydrocephalus,G91.2,17,20254465,Unreliable
,Indiana,18,"Hydrocephalus, unspecified",G91.9,32,20254465,0.2
,Indiana,18,Toxic encephalopathy,G92,44,20254465,0.2
,Indiana,18,"Anoxic brain damage, not elsewhere classified",G93.1,904,20254465,4.5
,Indiana,18,"Encephalopathy, unspecified",G93.4,284,20254465,1.4
,Indiana,18,Compression of brain,G93.5,43,20254465,0.2
,Indiana,18,Cerebral oedema,G93.6,33,20254465,0.2
,Indiana,18,Other specified disorders of brain,G93.8,15,20254465,Unreliable
,Indiana,18,"Disorder of brain, unspecified",G93.9,38,20254465,0.2
,Indiana,18,Mitral stenosis,I05.0,46,20254465,0.2
,Indiana,18,"Mitral valve disease, unspecified",I05.9,80,20254465,0.4
,Indiana,18,Tricuspid insufficiency,I07.1,34,20254465,0.2
,Indiana,18,Disorders of both mitral and aortic valves,I08.0,76,20254465,0.4
,Indiana,18,Disorders of both mitral and tricuspid valves,I08.1,10,20254465,Unreliable
,Indiana,18,"Rheumatic diseases of endocardium, valve unspecified",I09.1,13,20254465,Unreliable
,Indiana,18,"Rheumatic heart disease, unspecified",I09.9,10,20254465,Unreliable
,Indiana,18,Essential (primary) hypertension,I10,1486,20254465,7.3
,Indiana,18,Hypertensive heart disease with (congestive) heart failure,I11.0,898,20254465,4.4
,Indiana,18,Hypertensive heart disease without (congestive) heart failure,I11.9,1655,20254465,8.2
,Indiana,18,Hypertensive renal disease with renal failure,I12.0,694,20254465,3.4
,Indiana,18,Hypertensive renal disease without renal failure,I12.9,19,20254465,Unreliable
,Indiana,18,Hypertensive heart and renal disease with (congestive) heart failure,I13.0,19,20254465,Unreliable
,Indiana,18,Hypertensive heart and renal disease with renal failure,I13.1,144,20254465,0.7
,Indiana,18,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,237,20254465,1.2
,Indiana,18,"Angina pectoris, unspecified",I20.9,13,20254465,Unreliable
,Indiana,18,Acute subendocardial myocardial infarction,I21.4,127,20254465,0.6
,Indiana,18,"Acute myocardial infarction, unspecified",I21.9,10525,20254465,52
,Indiana,18,Other forms of acute ischaemic heart disease,I24.8,33,20254465,0.2
,Indiana,18,"Acute ischaemic heart disease, unspecified",I24.9,179,20254465,0.9
,Indiana,18,"Atherosclerotic cardiovascular disease, so described",I25.0,2206,20254465,10.9
,Indiana,18,Atherosclerotic heart disease,I25.1,14343,20254465,70.8
,Indiana,18,Ischaemic cardiomyopathy,I25.5,1151,20254465,5.7
,Indiana,18,Other forms of chronic ischaemic heart disease,I25.8,110,20254465,0.5
,Indiana,18,"Chronic ischaemic heart disease, unspecified",I25.9,1216,20254465,6
,Indiana,18,Pulmonary embolism without mention of acute cor pulmonale,I26.9,845,20254465,4.2
,Indiana,18,Primary pulmonary hypertension,I27.0,23,20254465,0.1
,Indiana,18,Other secondary pulmonary hypertension,I27.2,550,20254465,2.7
,Indiana,18,"Pulmonary heart disease, unspecified",I27.9,118,20254465,0.6
,Indiana,18,Pericardial effusion (noninflammatory),I31.3,24,20254465,0.1
,Indiana,18,"Disease of pericardium, unspecified",I31.9,22,20254465,0.1
,Indiana,18,Acute and subacute infective endocarditis,I33.0,113,20254465,0.6
,Indiana,18,Mitral (valve) insufficiency,I34.0,203,20254465,1
,Indiana,18,Mitral (valve) prolapse,I34.1,16,20254465,Unreliable
,Indiana,18,Other nonrheumatic mitral valve disorders,I34.8,11,20254465,Unreliable
,Indiana,18,Aortic (valve) stenosis,I35.0,936,20254465,4.6
,Indiana,18,Aortic (valve) insufficiency,I35.1,36,20254465,0.2
,Indiana,18,Other aortic valve disorders,I35.8,29,20254465,0.1
,Indiana,18,"Aortic valve disorder, unspecified",I35.9,139,20254465,0.7
,Indiana,18,"Endocarditis, valve unspecified",I38,525,20254465,2.6
,Indiana,18,Infective myocarditis,I40.0,10,20254465,Unreliable
,Indiana,18,Dilated cardiomyopathy,I42.0,380,20254465,1.9
,Indiana,18,Obstructive hypertrophic cardiomyopathy,I42.1,13,20254465,Unreliable
,Indiana,18,Other hypertrophic cardiomyopathy,I42.2,71,20254465,0.4
,Indiana,18,Other restrictive cardiomyopathy,I42.5,20,20254465,0.1
,Indiana,18,Alcoholic cardiomyopathy,I42.6,28,20254465,0.1
,Indiana,18,Other cardiomyopathies,I42.8,14,20254465,Unreliable
,Indiana,18,"Cardiomyopathy, unspecified",I42.9,1407,20254465,6.9
,Indiana,18,"Atrioventricular block, complete",I44.2,42,20254465,0.2
,Indiana,18,Other specified conduction disorders,I45.8,111,20254465,0.5
,Indiana,18,"Conduction disorder, unspecified",I45.9,10,20254465,Unreliable
,Indiana,18,"Sudden cardiac death, so described",I46.1,277,20254465,1.4
,Indiana,18,"Cardiac arrest, unspecified",I46.9,1087,20254465,5.4
,Indiana,18,Supraventricular tachycardia,I47.1,13,20254465,Unreliable
,Indiana,18,Ventricular tachycardia,I47.2,76,20254465,0.4
,Indiana,18,Atrial fibrillation and flutter,I48,1533,20254465,7.6
,Indiana,18,Ventricular fibrillation and flutter,I49.0,131,20254465,0.6
,Indiana,18,Sick sinus syndrome,I49.5,32,20254465,0.2
,Indiana,18,Other specified cardiac arrhythmias,I49.8,16,20254465,Unreliable
,Indiana,18,"Cardiac arrhythmia, unspecified",I49.9,820,20254465,4
,Indiana,18,Congestive heart failure,I50.0,6639,20254465,32.8
,Indiana,18,Left ventricular failure,I50.1,22,20254465,0.1
,Indiana,18,"Heart failure, unspecified",I50.9,743,20254465,3.7
,Indiana,18,"Myocarditis, unspecified",I51.4,11,20254465,Unreliable
,Indiana,18,Myocardial degeneration,I51.5,18,20254465,Unreliable
,Indiana,18,"Cardiovascular disease, unspecified",I51.6,336,20254465,1.7
,Indiana,18,Cardiomegaly,I51.7,119,20254465,0.6
,Indiana,18,Other ill-defined heart diseases,I51.8,257,20254465,1.3
,Indiana,18,"Heart disease, unspecified",I51.9,497,20254465,2.5
,Indiana,18,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,15,20254465,Unreliable
,Indiana,18,Other subarachnoid haemorrhage,I60.8,11,20254465,Unreliable
,Indiana,18,"Subarachnoid haemorrhage, unspecified",I60.9,400,20254465,2
,Indiana,18,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,29,20254465,0.1
,Indiana,18,"Intracerebral haemorrhage in hemisphere, cortical",I61.1,28,20254465,0.1
,Indiana,18,Intracerebral haemorrhage in brain stem,I61.3,46,20254465,0.2
,Indiana,18,Intracerebral haemorrhage in cerebellum,I61.4,31,20254465,0.2
,Indiana,18,"Intracerebral haemorrhage, intraventricular",I61.5,87,20254465,0.4
,Indiana,18,"Intracerebral haemorrhage, unspecified",I61.9,1268,20254465,6.3
,Indiana,18,Subdural haemorrhage (acute)(nontraumatic),I62.0,389,20254465,1.9
,Indiana,18,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,726,20254465,3.6
,Indiana,18,Cerebral infarction due to thrombosis of precerebral arteries,I63.0,16,20254465,Unreliable
,Indiana,18,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,54,20254465,0.3
,Indiana,18,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,27,20254465,0.1
,Indiana,18,Cerebral infarction due to embolism of cerebral arteries,I63.4,108,20254465,0.5
,Indiana,18,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,33,20254465,0.2
,Indiana,18,"Cerebral infarction, unspecified",I63.9,390,20254465,1.9
,Indiana,18,"Stroke, not specified as haemorrhage or infarction",I64,5388,20254465,26.6
,Indiana,18,"Cerebral aneurysm, nonruptured",I67.1,29,20254465,0.1
,Indiana,18,Cerebral atherosclerosis,I67.2,254,20254465,1.3
,Indiana,18,Hypertensive encephalopathy,I67.4,10,20254465,Unreliable
,Indiana,18,Other specified cerebrovascular diseases,I67.8,73,20254465,0.4
,Indiana,18,"Cerebrovascular disease, unspecified",I67.9,545,20254465,2.7
,Indiana,18,Sequelae of intracerebral haemorrhage,I69.1,11,20254465,Unreliable
,Indiana,18,Sequelae of other nontraumatic intracranial haemorrhage,I69.2,19,20254465,Unreliable
,Indiana,18,Sequelae of cerebral infarction,I69.3,32,20254465,0.2
,Indiana,18,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,674,20254465,3.3
,Indiana,18,Sequelae of other and unspecified cerebrovascular diseases,I69.8,269,20254465,1.3
,Indiana,18,Atherosclerosis of arteries of extremities,I70.2,18,20254465,Unreliable
,Indiana,18,Generalized and unspecified atherosclerosis,I70.9,870,20254465,4.3
,Indiana,18,Dissection of aorta [any part],I71.0,310,20254465,1.5
,Indiana,18,"Thoracic aortic aneurysm, ruptured",I71.1,45,20254465,0.2
,Indiana,18,"Thoracic aortic aneurysm, without mention of rupture",I71.2,61,20254465,0.3
,Indiana,18,"Abdominal aortic aneurysm, ruptured",I71.3,273,20254465,1.3
,Indiana,18,"Abdominal aortic aneurysm, without mention of rupture",I71.4,146,20254465,0.7
,Indiana,18,"Thoracoabdominal aortic aneurysm, without mention of rupture",I71.6,21,20254465,0.1
,Indiana,18,"Aortic aneurysm of unspecified site, ruptured",I71.8,95,20254465,0.5
,Indiana,18,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,60,20254465,0.3
,Indiana,18,Aneurysm of other specified arteries,I72.8,12,20254465,Unreliable
,Indiana,18,Aneurysm of unspecified site,I72.9,46,20254465,0.2
,Indiana,18,"Peripheral vascular disease, unspecified",I73.9,627,20254465,3.1
,Indiana,18,Embolism and thrombosis of other and unspecified parts of aorta,I74.1,12,20254465,Unreliable
,Indiana,18,Embolism and thrombosis of unspecified artery,I74.9,30,20254465,0.1
,Indiana,18,Stricture of artery,I77.1,10,20254465,Unreliable
,Indiana,18,Rupture of artery,I77.2,16,20254465,Unreliable
,Indiana,18,"Arteritis, unspecified",I77.6,21,20254465,0.1
,Indiana,18,"Disorder of arteries and arterioles, unspecified",I77.9,18,20254465,Unreliable
,Indiana,18,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,127,20254465,0.6
,Indiana,18,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,10,20254465,Unreliable
,Indiana,18,Portal vein thrombosis,I81,13,20254465,Unreliable
,Indiana,18,Embolism and thrombosis of other specified veins,I82.8,11,20254465,Unreliable
,Indiana,18,Varicose veins of lower extremities without ulcer or inflammation,I83.9,11,20254465,Unreliable
,Indiana,18,Oesophageal varices with bleeding,I85.0,21,20254465,0.1
,Indiana,18,"Hypotension, unspecified",I95.9,20,20254465,0.1
,Indiana,18,Other and unspecified disorders of circulatory system,I99,68,20254465,0.3
,Indiana,18,Influenza due to identified avian influenza virus,J09,25,20254465,0.1
,Indiana,18,"Influenza with pneumonia, influenza virus identified",J10.0,25,20254465,0.1
,Indiana,18,"Influenza with other respiratory manifestations, influenza virus identified",J10.1,35,20254465,0.2
,Indiana,18,"Influenza with pneumonia, virus not identified",J11.0,91,20254465,0.4
,Indiana,18,"Influenza with other respiratory manifestations, virus not identified",J11.1,62,20254465,0.3
,Indiana,18,"Viral pneumonia, unspecified",J12.9,13,20254465,Unreliable
,Indiana,18,Pneumonia due to Pseudomonas,J15.1,29,20254465,0.1
,Indiana,18,Pneumonia due to staphylococcus,J15.2,33,20254465,0.2
,Indiana,18,"Bacterial pneumonia, unspecified",J15.9,61,20254465,0.3
,Indiana,18,"Bronchopneumonia, unspecified",J18.0,39,20254465,0.2
,Indiana,18,"Lobar pneumonia, unspecified",J18.1,59,20254465,0.3
,Indiana,18,"Pneumonia, unspecified",J18.9,3452,20254465,17
,Indiana,18,"Acute bronchitis, unspecified",J20.9,17,20254465,Unreliable
,Indiana,18,Other diseases of pharynx,J39.2,10,20254465,Unreliable
,Indiana,18,Other specified diseases of upper respiratory tract,J39.8,18,20254465,Unreliable
,Indiana,18,"Bronchitis, not specified as acute or chronic",J40,29,20254465,0.1
,Indiana,18,Unspecified chronic bronchitis,J42,36,20254465,0.2
,Indiana,18,"Emphysema, unspecified",J43.9,1109,20254465,5.5
,Indiana,18,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,2041,20254465,10.1
,Indiana,18,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,533,20254465,2.6
,Indiana,18,Other specified chronic obstructive pulmonary disease,J44.8,141,20254465,0.7
,Indiana,18,"Chronic obstructive pulmonary disease, unspecified",J44.9,10957,20254465,54.1
,Indiana,18,"Asthma, unspecified",J45.9,257,20254465,1.3
,Indiana,18,Status asthmaticus,J46,36,20254465,0.2
,Indiana,18,Bronchiectasis,J47,100,20254465,0.5
,Indiana,18,Pneumoconiosis due to asbestos and other mineral fibres,J61,18,20254465,Unreliable
,Indiana,18,Pneumonitis due to food and vomit,J69.0,1902,20254465,9.4
,Indiana,18,Adult respiratory distress syndrome,J80,211,20254465,1
,Indiana,18,Pulmonary oedema,J81,113,20254465,0.6
,Indiana,18,"Pulmonary eosinophilia, not elsewhere classified",J82,27,20254465,0.1
,Indiana,18,Other interstitial pulmonary diseases with fibrosis,J84.1,1312,20254465,6.5
,Indiana,18,"Interstitial pulmonary disease, unspecified",J84.9,258,20254465,1.3
,Indiana,18,Gangrene and necrosis of lung,J85.0,11,20254465,Unreliable
,Indiana,18,Abscess of lung without pneumonia,J85.2,12,20254465,Unreliable
,Indiana,18,Pyothorax with fistula,J86.0,11,20254465,Unreliable
,Indiana,18,Pyothorax without fistula,J86.9,27,20254465,0.1
,Indiana,18,"Pleural effusion, not elsewhere classified",J90,123,20254465,0.6
,Indiana,18,"Pneumothorax, unspecified",J93.9,31,20254465,0.2
,Indiana,18,Acute respiratory failure,J96.0,159,20254465,0.8
,Indiana,18,Chronic respiratory failure,J96.1,331,20254465,1.6
,Indiana,18,"Respiratory failure, unspecified",J96.9,663,20254465,3.3
,Indiana,18,Pulmonary collapse,J98.1,15,20254465,Unreliable
,Indiana,18,Other disorders of lung,J98.4,249,20254465,1.2
,Indiana,18,"Diseases of mediastinum, not elsewhere classified",J98.5,11,20254465,Unreliable
,Indiana,18,Other specified respiratory disorders,J98.8,25,20254465,0.1
,Indiana,18,"Respiratory disorder, unspecified",J98.9,112,20254465,0.6
,Indiana,18,Sialoadenitis,K11.2,11,20254465,Unreliable
,Indiana,18,Oesophagitis,K20,11,20254465,Unreliable
,Indiana,18,Gastro-oesophageal reflux disease without oesophagitis,K21.9,42,20254465,0.2
,Indiana,18,Achalasia of cardia,K22.0,14,20254465,Unreliable
,Indiana,18,Oesophageal obstruction,K22.2,27,20254465,0.1
,Indiana,18,Perforation of oesophagus,K22.3,25,20254465,0.1
,Indiana,18,Other specified diseases of oesophagus,K22.8,10,20254465,Unreliable
,Indiana,18,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,15,20254465,Unreliable
,Indiana,18,"Gastric ulcer, chronic or unspecified with perforation",K25.5,27,20254465,0.1
,Indiana,18,"Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K25.9,11,20254465,Unreliable
,Indiana,18,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,25,20254465,0.1
,Indiana,18,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,38,20254465,0.2
,Indiana,18,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,17,20254465,Unreliable
,Indiana,18,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,17,20254465,Unreliable
,Indiana,18,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,12,20254465,Unreliable
,Indiana,18,Other specified diseases of stomach and duodenum,K31.8,28,20254465,0.1
,Indiana,18,"Disease of stomach and duodenum, unspecified",K31.9,19,20254465,Unreliable
,Indiana,18,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",K40.3,19,20254465,Unreliable
,Indiana,18,"Ventral hernia with obstruction, without gangrene",K43.0,31,20254465,0.2
,Indiana,18,Ventral hernia without obstruction or gangrene,K43.9,10,20254465,Unreliable
,Indiana,18,"Diaphragmatic hernia with obstruction, without gangrene",K44.0,12,20254465,Unreliable
,Indiana,18,Diaphragmatic hernia without obstruction or gangrene,K44.9,38,20254465,0.2
,Indiana,18,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,34,20254465,0.2
,Indiana,18,Unspecified abdominal hernia without obstruction or gangrene,K46.9,10,20254465,Unreliable
,Indiana,18,"Crohn disease, unspecified",K50.9,61,20254465,0.3
,Indiana,18,"Ulcerative colitis, unspecified",K51.9,23,20254465,0.1
,Indiana,18,"Noninfective gastroenteritis and colitis, unspecified",K52.9,27,20254465,0.1
,Indiana,18,Acute vascular disorders of intestine,K55.0,172,20254465,0.8
,Indiana,18,Chronic vascular disorders of intestine,K55.1,26,20254465,0.1
,Indiana,18,"Vascular disorder of intestine, unspecified",K55.9,532,20254465,2.6
,Indiana,18,Volvulus,K56.2,26,20254465,0.1
,Indiana,18,Intestinal adhesions [bands] with obstruction,K56.5,23,20254465,0.1
